sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
1,yes,yes,0,+wh_gap,The assistant knew,who,,,,the secretary,impressed,,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,,,,,,,4.19838,8.57409,17.8356,17.8356,,,6.17152,6.106876666666667,6.106876666666667,9.321957000000001
1,yes,no,0,+wh_no_gap,The assistant knew,who,,,,the secretary,impressed,the director,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,,,,,,,4.19838,8.57409,17.8356,17.8356,3.86737,8.102835,6.47196,6.214686666666666,6.969946,9.1457225
1,no,yes,0,-wh_gap,The assistant knew,that,,,,the secretary,impressed,,at the meeting.,2.46696,11.109553333333333,3.27732,3.27732,,,,,,,3.23771,7.902055,18.7121,18.7121,,,6.17152,6.106876666666667,6.106876666666667,8.944282000000001
1,no,no,0,-wh_no_gap,The assistant knew,that,,,,the secretary,impressed,the director,at the meeting.,2.46696,11.109553333333333,3.27732,3.27732,,,,,,,3.23771,7.902055,18.7121,18.7121,3.86737,8.102835,6.47196,6.214686666666666,6.969946,8.830993333333334
1,yes,yes,1,+wh_gap,The assistant knew,who,the security guard said,,,the secretary,impressed,,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,4.19838,8.7179075,,,,,4.51729,8.824895,17.8356,17.8356,,,6.17152,6.106876666666667,6.106876666666667,9.185200714285713
1,yes,no,1,+wh_no_gap,The assistant knew,who,the security guard said,,,the secretary,impressed,the director,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,4.19838,8.7179075,,,,,4.51729,8.824895,17.8356,17.8356,3.86737,8.102835,6.47196,6.214686666666666,6.969946,9.070119375
1,no,yes,1,-wh_gap,The assistant knew,that,the security guard said,,,the secretary,impressed,,at the meeting.,2.46696,11.109553333333333,3.27732,3.27732,3.23771,8.4847875,,,,,4.51729,8.824895,17.8356,17.8356,,,6.17152,6.106876666666667,6.106876666666667,8.882225
1,no,no,1,-wh_no_gap,The assistant knew,that,the security guard said,,,the secretary,impressed,the director,at the meeting.,2.46696,11.109553333333333,3.27732,3.27732,3.23771,8.4847875,,,,,4.51729,8.824895,17.8356,17.8356,3.86737,8.102835,6.47196,6.214686666666666,6.969946,8.805015625
1,yes,yes,2,+wh_gap,The assistant knew,who,the security guard said,his manager believed,,the secretary,impressed,,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,4.19838,8.7179075,6.83762,11.103439999999999,,,3.87627,8.354334999999999,17.8356,17.8356,,,6.17152,6.106876666666667,6.106876666666667,9.468353529411765
1,yes,no,2,+wh_no_gap,The assistant knew,who,the security guard said,his manager believed,,the secretary,impressed,the director,at the meeting.,2.46696,11.109553333333333,6.5865,6.5865,4.19838,8.7179075,6.83762,11.103439999999999,,,3.87627,8.354334999999999,17.8356,17.8356,3.86737,8.102835,6.47196,6.214686666666666,6.969946,9.341637368421054
