sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean,local_surprisal
1,no,yes,0,-wh_gap,I know,that,,,,,,threw,the plastic,into the trash can.,5.770367,5.65805,2.74974,2.74974,,,,,,,,,17.574404,17.574404,4.957513,9.1278245,5.23078,3.409659,7.066955571428572,6.353452900000001,17.574404
1,no,no,0,-wh_no_gap,I know,that,,,,,your friend,threw,the plastic,into the trash can.,5.770367,5.65805,2.749727,2.749727,,,,,,,6.902938,7.0612034999999995,12.316045,12.316045,3.978974,7.6462015,6.671617,3.58202325,6.228772,5.8437312499999985,6.902938
1,yes,yes,0,+wh_gap,I know,who,,,,,,threw,the plastic,into the trash can.,5.770367,5.65805,8.366545,8.366545,,,,,,,,,12.386086,12.386086,2.010778,7.194087,8.245393,4.150889,6.1968308571428565,6.3060461,12.386086
1,yes,no,0,+wh_no_gap,I know,who,,,,,your friend,threw,the plastic,into the trash can.,5.770367,5.65805,8.366532,8.366532,,,,,,,7.611001,6.3530815,16.041265,16.041265,2.342645,6.9137535,7.688571,3.8886609999999995,6.458842111111111,6.484350916666664,7.611001
1,no,yes,1,-wh_gap,I know,that,our mother said,,,,,threw,the plastic,into the trash can.,5.770362,5.658030500000001,2.74972,2.74972,8.916295,8.479571333333334,,,,,,,21.612141,21.612141,3.534725,6.8021975,5.963251,3.4842614999999997,7.021940285714286,6.819852076923078,21.612141
1,no,no,1,-wh_no_gap,I know,that,our mother said,,,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,,,,,10.290977,9.733926,11.575058,11.575058,3.464657,6.4915199999999995,6.906036,3.7658137500000004,6.565467222222223,6.572910533333334,10.290977
1,yes,yes,1,+wh_gap,I know,who,our mother said,,,,,threw,the plastic,into the trash can.,5.770362,5.658030500000001,8.36647,8.36647,12.066749,10.680982,,,,,,,16.902114,16.902114,2.718287,6.426633,6.762082,3.8990807500000004,6.478814714285714,7.467475384615385,16.902114
1,yes,no,1,+wh_no_gap,I know,who,our mother said,,,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,8.366485,8.366485,12.066758,10.680984,,,,,11.834459,10.2027265,12.421721,12.421721,2.977427,6.3184515,7.243194,3.87838575,6.7752911111111125,7.513539866666668,11.834459
1,no,yes,2,-wh_gap,I know,that,our mother said,her friend remarked,,,,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,,,,,21.437046,21.437046,3.174367,6.2318240000000005,6.623873,3.6445285,6.925544,7.524427499999999,21.437046
1,no,no,2,-wh_no_gap,I know,that,our mother said,her friend remarked,,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,,,12.03681,8.490998,12.127652,12.127652,3.281126,6.2789215,7.27692,3.9028997499999996,6.364343333333334,7.177284555555556,12.03681
1,yes,yes,2,+wh_gap,I know,who,our mother said,her friend remarked,,,,threw,the plastic,into the trash can.,5.770357,5.658020499999999,8.366485,8.366485,12.066758,10.680984,7.209122,11.259515666666667,,,,,20.655708,20.655708,3.002243,6.071227,7.112111,3.8246492500000002,6.870965571428571,8.350049,20.655708
1,yes,no,2,+wh_no_gap,I know,who,our mother said,her friend remarked,,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,8.366485,8.366485,12.066758,10.680984,7.209122,11.259515666666667,,,12.326552,8.8334365,12.268876,12.268876,3.210685,6.241456,7.505422,3.9314607500000003,6.4605004444444445,7.980473833333335,12.326552
1,no,yes,3,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,7.058251,11.32997325,,,19.325873,19.325873,2.894332,5.077717,8.159458,4.04716025,6.524278285714287,8.14509365,19.325873
