,sentence_id,condition,embedding_level,expected,predicted,correct,error
0,1,-wh_no_gap,0,no_gap,gap,False,True
1,1,-wh_no_gap,0,no_gap,gap,False,True
2,1,-wh_no_gap,0,no_gap,gap,False,True
3,1,-wh_no_gap,0,no_gap,gap,False,True
4,1,-wh_no_gap,0,no_gap,gap,False,True
5,1,-wh_no_gap,0,no_gap,gap,False,True
6,1,-wh_no_gap,0,no_gap,gap,False,True
7,1,-wh_no_gap,0,no_gap,gap,False,True
8,1,-wh_no_gap,0,no_gap,gap,False,True
9,1,-wh_no_gap,0,no_gap,gap,False,True
10,1,-wh_no_gap,0,no_gap,gap,False,True
11,1,-wh_no_gap,0,no_gap,gap,False,True
12,1,-wh_no_gap,0,no_gap,gap,False,True
13,1,-wh_no_gap,0,no_gap,gap,False,True
14,1,-wh_no_gap,0,no_gap,gap,False,True
15,1,-wh_no_gap,0,no_gap,gap,False,True
16,1,-wh_no_gap,0,no_gap,gap,False,True
17,1,-wh_no_gap,0,no_gap,gap,False,True
18,1,-wh_no_gap,0,no_gap,gap,False,True
19,1,-wh_no_gap,0,no_gap,gap,False,True
20,1,-wh_no_gap,0,no_gap,no_gap,True,False
21,1,-wh_no_gap,0,no_gap,no_gap,True,False
22,1,-wh_no_gap,0,no_gap,no_gap,True,False
23,1,-wh_no_gap,0,no_gap,no_gap,True,False
24,1,-wh_no_gap,0,no_gap,no_gap,True,False
25,1,-wh_no_gap,0,no_gap,no_gap,True,False
26,1,-wh_no_gap,0,no_gap,no_gap,True,False
27,1,-wh_no_gap,0,no_gap,no_gap,True,False
28,1,-wh_no_gap,0,no_gap,no_gap,True,False
29,1,-wh_no_gap,0,no_gap,no_gap,True,False
30,1,-wh_no_gap,0,no_gap,no_gap,True,False
31,1,-wh_no_gap,0,no_gap,no_gap,True,False
32,1,-wh_no_gap,0,no_gap,no_gap,True,False
33,1,-wh_no_gap,0,no_gap,no_gap,True,False
34,1,-wh_no_gap,0,no_gap,no_gap,True,False
35,1,-wh_no_gap,0,no_gap,no_gap,True,False
36,1,-wh_no_gap,0,no_gap,no_gap,True,False
37,1,-wh_no_gap,0,no_gap,no_gap,True,False
38,1,-wh_no_gap,0,no_gap,no_gap,True,False
39,1,-wh_no_gap,0,no_gap,no_gap,True,False
40,1,-wh_no_gap,0,no_gap,no_gap,True,False
41,1,-wh_no_gap,0,no_gap,no_gap,True,False
42,1,-wh_no_gap,0,no_gap,no_gap,True,False
43,1,-wh_no_gap,0,no_gap,no_gap,True,False
44,1,-wh_no_gap,0,no_gap,no_gap,True,False
45,1,-wh_no_gap,0,no_gap,no_gap,True,False
46,1,-wh_no_gap,0,no_gap,no_gap,True,False
47,1,-wh_no_gap,0,no_gap,no_gap,True,False
48,1,-wh_no_gap,0,no_gap,no_gap,True,False
49,1,-wh_no_gap,0,no_gap,no_gap,True,False
50,1,-wh_no_gap,0,no_gap,no_gap,True,False
51,1,-wh_no_gap,0,no_gap,no_gap,True,False
52,1,-wh_no_gap,0,no_gap,no_gap,True,False
53,1,-wh_no_gap,0,no_gap,no_gap,True,False
54,1,-wh_no_gap,0,no_gap,no_gap,True,False
55,1,-wh_no_gap,0,no_gap,no_gap,True,False
56,1,-wh_no_gap,0,no_gap,no_gap,True,False
57,1,-wh_no_gap,0,no_gap,no_gap,True,False
58,1,-wh_no_gap,0,no_gap,no_gap,True,False
59,1,-wh_no_gap,0,no_gap,no_gap,True,False
60,1,-wh_no_gap,0,no_gap,no_gap,True,False
61,1,-wh_no_gap,0,no_gap,no_gap,True,False
62,1,-wh_no_gap,0,no_gap,no_gap,True,False
63,1,-wh_no_gap,0,no_gap,no_gap,True,False
64,1,-wh_no_gap,0,no_gap,no_gap,True,False
65,1,-wh_no_gap,0,no_gap,no_gap,True,False
66,1,-wh_no_gap,0,no_gap,no_gap,True,False
67,1,-wh_no_gap,0,no_gap,no_gap,True,False
68,1,-wh_no_gap,0,no_gap,no_gap,True,False
69,1,-wh_no_gap,0,no_gap,no_gap,True,False
70,1,-wh_no_gap,0,no_gap,no_gap,True,False
71,1,-wh_no_gap,0,no_gap,no_gap,True,False
72,1,-wh_no_gap,0,no_gap,no_gap,True,False
73,1,-wh_no_gap,0,no_gap,no_gap,True,False
74,1,-wh_no_gap,0,no_gap,no_gap,True,False
75,1,-wh_no_gap,0,no_gap,no_gap,True,False
76,1,-wh_no_gap,0,no_gap,no_gap,True,False
77,1,-wh_no_gap,0,no_gap,no_gap,True,False
78,1,-wh_no_gap,0,no_gap,no_gap,True,False
79,1,-wh_no_gap,0,no_gap,no_gap,True,False
80,1,-wh_no_gap,0,no_gap,no_gap,True,False
81,1,-wh_no_gap,0,no_gap,no_gap,True,False
82,1,-wh_no_gap,0,no_gap,no_gap,True,False
83,1,-wh_no_gap,0,no_gap,no_gap,True,False
84,1,-wh_no_gap,0,no_gap,no_gap,True,False
85,1,-wh_no_gap,0,no_gap,no_gap,True,False
86,1,-wh_no_gap,0,no_gap,no_gap,True,False
87,1,-wh_no_gap,0,no_gap,no_gap,True,False
